offset	jp	ko
0x4FD170	太守	태수
0x4FD178	軍師	군사
0x4FD180	解雇	해고
0x4FD188	輸送	수송
0x4FD190	出陣	출진
0x4FD198	購入	구입
0x4FD1A0	売却	매각
0x4FD1A8	徴兵	징병
0x4FD1B0	反乱	반란
0x4FD1B8	旗揚	거병
0x4FD1C0	放浪	방랑
0x4FD1C8	転地	이전
0x4FD1D0	贈呈	증정
0x4FD1D8	要求	요구
0x4FD1E0	同盟	동맹
0x4FD1E8	破棄	파기
0x4FD1F0	勧告	권고
0x4FD1F8	連合	연합
0x4FD200	脱退	탈퇴
0x4FD208	加盟	가맹
0x4FD210	離間	이간
0x4FD218	破壊	파괴
0x4FD220	扇動	선동
0x4FD228	内通	내통
0x4FD230	埋伏	매복
0x4FD238	諜報	첩보
0x4FD248	＋%d	＋%d
0x4FD250	－%d	－%d
0x4FD3A0	解除	해제
0x4FD3A8	決定	결정
0x4FD3B8	兵士	병사
0x4FD3F8	最大	최대
0x4FD400	兵科	병과
0x4FD448	出陣	출진
0x4FD450	兵器	병기
0x4FD570	春	춘
0x4FD578	夏	하
0x4FD580	秋	추
0x4FD588	冬	동
0x4FD598	%3d年%2d月%s	%3d년 %2d월%s
0x4FD680	勢力	세력
0x4FD688	軍団	군단
0x4FD690	太守	태수
0x4FD698	軍師	군사
0x4FD6A0	開発	개발
0x4FD6A8	商業	상업
0x4FD6B0	技術	기술
0x4FD6B8	防御	방어
0x4FD6C0	治安	치안
0x4FD6C8	金	금
0x4FD6D0	兵糧	병량
0x4FD6D8	兵士	병사
0x4FD6E0	人口	인구
0x4FD6E8	規模	규모
0x4FD6F0	武将	무장
0x4FD6F8	在野	재야
0x4FD700	放浪軍	방랑군
0x4FD708	商人	상인
0x4FD710	災害	재해
0x4FD718	仕事	업무
0x4FD720	目標	목표
0x4FD728	軍	군
0x4FD730	都市武将	도시 무장
0x4FD740	都市	도시
0x4FD7F8	春	춘
0x4FD800	夏	하
0x4FD808	秋	추
0x4FD810	冬	동
0x4FD818	%3d年%2d月%s	%3d년 %2d월%s
0x4FDF08	登録	등록
0x4FDF10	新規登録	신규 등록
0x4FDF20	内容変更	내용 변경
0x4FDF30	武将削除	무장 삭제
0x4FDF40	血縁設定	혈연 설정
0x4FDF50	血縁解除	혈연 해제
0x4FDF60	親友設定	친우 설정
0x4FDF70	親友解除	친우 해제
0x4FDF80	保存する	저장
0x4FDFA0	登録数 %3d/%3d	등록수 %3d/%3d
0x4FE000	%sを削除します\nよろしいですか？	%s 무장을\n삭제하시겠습니까?
0x4FE020	親にできる武将が存在しません	부모로 지정할 무장이 없습니다
0x4FE040	%sを%sの親に設定します\nよろしいですか？	%s 무장을 %s의 부모로\n설정하시겠습니까?
0x4FE070	%sの親をいなくします\nよろしいですか？	%s의 부모 설정을\n해제하시겠습니까?
0x4FE0A0	%sらの親をいなくします\nよろしいですか？	%s 등의 부모 설정을\n해제하시겠습니까?
0x4FE0D0	%sを%sと親友にします\nよろしいですか？	%s 무장과 %s 무장을\n친우로 하시겠습니까?
0x4FE100	%sの親友をなくします\nよろしいですか？	%s의 친우 설정을\n해제하시겠습니까?
0x4FE130	%sらの親友をなくします\nよろしいですか？	%s 등의 친우 설정을\n해제하시겠습니까?
0x4FE158	袁遺	원유
0x4FE160	李儒	이유
0x4FE168	鍾	종
0x4FE170	程普	정보
0x4FE178	許靖	허정
0x4FE180	鮑信	포신
0x4FE188	厳顔	엄안
0x4FE190	公孫	공손
0x4FE198	袁紹	원소
0x4FE1A0	陳宮	진궁
0x4FE1A8	曹操	조조
0x4FE1B0	孫堅	손견
0x4FE1B8	馬騰	마등
0x4FE1C0	呂布	여포
0x4FE1C8	夏侯惇	하후돈
0x4FE1D0	荀攸	순유
0x4FE1D8	高順	고순
0x4FE1E0	侯成	후성
0x4FE1E8	于禁	우금
0x4FE1F0	楽進	악진
0x4FE1F8	顔良	안량
0x4FE200	典韋	전위
0x4FE208	張遼	장료
0x4FE210	劉備	유비
0x4FE218	関羽	관우
0x4FE220	田豊	전풍
0x4FE228	夏侯淵	하후연
0x4FE230	甘寧	감녕
0x4FE238	虞翻	우번
0x4FE240	周倉	주창
0x4FE248	孫乾	손건
0x4FE250	糜竺	미축
0x4FE258	呉懿	오의
0x4FE260	太史慈	태사자
0x4FE268	張	장
0x4FE270	張飛	장비
0x4FE278	曹仁	조인
0x4FE280	趙雲	조운
0x4FE288	徐晃	서황
0x4FE290	曹洪	조홍
0x4FE298	郭嘉	곽가
0x4FE2A0	許	허
0x4FE2A8	王甫	왕보
0x4FE2B0	徳	덕
0x4FE2B8	李厳	이엄
0x4FE2C0	魯粛	노숙
0x4FE2C8	袁譚	원담
0x4FE2D0	王累	왕루
0x4FE2D8	諸葛瑾	제갈근
0x4FE2E0	李典	이전
0x4FE2E8	魏延	위연
0x4FE2F0	孫策	손책
0x4FE2F8	周瑜	주유
0x4FE300	馬超	마초
0x4FE308	朱桓	주환
0x4FE310	徐盛	서성
0x4FE318	顧雍	고옹
0x4FE320	呂蒙	여몽
0x4FE328	司馬懿	사마의
0x4FE330	統	통
0x4FE338	徐庶	서서
0x4FE340	孫礼	손례
0x4FE348	諸葛亮	제갈량
0x4FE350	木鹿大王	목록대왕
0x4FE360	朱然	주연
0x4FE368	孫権	손권
0x4FE370	馬岱	마대
0x4FE378	陸遜	육손
0x4FE380	孫翊	손익
0x4FE388	劉	유
0x4FE390	夏侯尚	하후상
0x4FE398	曹真	조진
0x4FE3A0	兀突骨	올돌골
0x4FE3A8	劉巴	유파
0x4FE3B0	関平	관평
0x4FE3B8	曹丕	조비
0x4FE3C0	蒋	장
0x4FE3C8	張翼	장익
0x4FE3D0	諸葛均	제갈균
0x4FE3D8	凌統	능통
0x4FE3E0	曹彰	조창
0x4FE3E8	馬謖	마속
0x4FE3F0	陳式	진식
0x4FE3F8	冷苞	냉포
0x4FE400	王平	왕평
0x4FE408	曹植	조식
0x4FE410	費	비
0x4FE418	劉封	유봉
0x4FE420	高翔	고상
0x4FE428	呂凱	여개
0x4FE430	王双	왕쌍
0x4FE438	向寵	상총
0x4FE440	顎煥	악환
0x4FE448	楽	악
0x4FE450	孫桓	손환
0x4FE458	艾	애
0x4FE460	張苞	장포
0x4FE468	陸凱	육개
0x4FE470	関興	관흥
0x4FE478	桓範	환범
0x4FE480	昭	소
0x4FE488	関索	관색
0x4FE490	夏侯楙	하후무
0x4FE498	周	주
0x4FE4A0	夏侯覇	하후패
0x4FE4A8	姜維	강유
0x4FE4B0	諸葛恪	제갈각
0x4FE4B8	滕胤	등윤
0x4FE4C0	夏侯威	하후위
0x4FE4C8	曹叡	조예
0x4FE4D0	公孫淵	공손연
0x4FE4D8	傳僉	부첨
0x4FE4E0	王濬	왕준
0x4FE4E8	諸葛誕	제갈탄
0x4FE4F0	曹爽	조상
0x4FE4F8	劉禅	유선
0x4FE500	夏侯玄	하후현
0x4FE508	司馬師	사마사
0x4FE510	趙統	조통
0x4FE518	孫登	손등
0x4FE520	趙広	조광
0x4FE528	陳泰	진태
0x4FE530	尹大目	윤대목
0x4FE538	司馬昭	사마소
0x4FE540	曹訓	조훈
0x4FE548	劉理	유리
0x4FE550	王渾	왕혼
0x4FE558	許儀	허의
0x4FE560	石苞	석포
0x4FE568	句安	구안
0x4FE570	師纂	사찬
0x4FE578	劉丞	유승
0x4FE580	呉綱	오강
0x4FE588	蒋斌	장빈
0x4FE590	王	왕
0x4FE598	賈充	가충
0x4FE5A0	関統	관통
0x4FE5A8	田続	전속
0x4FE5B0	関彝	관이
0x4FE5B8	孫峻	손준
0x4FE5C0	衛	위
0x4FE5C8	楊欣	양흔
0x4FE5D0	馬	마
0x4FE5D8	羊	양
0x4FE5E0	杜預	두예
0x4FE5E8	文鴦	문앙
0x4FE5F0	薛瑩	설영
0x4FE5F8	孫異	손이
0x4FE600	孫和	손화
0x4FE608	濮陽興	복양흥
0x4FE610	鍾会	종회
0x4FE618	張布	장포
0x4FE620	黄皓	황호
0x4FE628	陸抗	육항
0x4FE630	諸葛瞻	제갈첨
0x4FE638	司馬	사마
0x4FE640	滕脩	등수
0x4FE648	党均	당균
0x4FE650	全	전
0x4FE658	忠	충
0x4FE660	孫	손
0x4FE668	全紀	전기
0x4FE670	曹芳	조방
0x4FE678	張華	장화
0x4FE680	周旨	주지
0x4FE688	陳寿	진수
0x4FE690	王戎	왕융
0x4FE698	伍延	오연
0x4FE6A0	吾彦	오언
0x4FE6A8	孫休	손휴
0x4FE6B0	司馬炎	사마염
0x4FE6B8	張悌	장제
0x4FE6C0	荀愷	순개
0x4FE6C8	陶濬	도준
0x4FE6D0	劉	유
0x4FE6D8	丘建	구건
0x4FE6E0	万	만
0x4FE6E8	岑昏	잠혼
0x4FE6F0	曹髦	조모
0x4FE6F8	孫晧	손호
0x4FE700	孫亮	손량
0x4FE708	張象	장상
0x4FE710	諸葛尚	제갈상
0x4FE718	曹奐	조환
0x4FE720	胡淵	호연
0x4FE728	司馬攸	사마유
0x4FE730	陸景	육경
0x4FE740	黄巾の乱	황건의 난
0x4FE750	反董卓連合	반동탁연합
0x4FE760	官渡の戦い	관도대전
0x4FE770	赤壁の戦い	적벽대전
0x4FE780	夷陵の戦い	이릉대전
0x4FE790	五丈原の戦い	오장원대전
0x4FE800	年	년
0x4FE808	歳	세
0x4FE810	年生まれ	년생
0x4FE820	年からゲームに登場します	년부터 게임에 등장합니다
0x4FE840	同年に生まれた武将	같은 해에 태어난 무장
0x4FE868	－10年	－10년
0x4FE878	＋10年	＋10년
0x4FE888	－1年	－1년
0x4FE890	＋1年	＋1년
0x4FE898	生年入力	생년 입력
0x4FE948	顔選択	얼굴
0x4FEA30	あいうえおかきくけこさしすせそたちつてとなにぬねのはひふへほまみむめもや　ゆ　よらりるれろわ	가거고구그나너노누느다더도두드라러로루르마머모무므바버보부브사서소수스아어오우으자저조주즈이
0x4FEA90	あいうえおかきくけこさしすせそたちつてとなにぬねのはひふへほまみむめもや　ゆ　よらりるれろわをん　　がぎぐげござじずぜぞだぢづでどばびぶべぼぱぴぷぺぽぁぃぅぇぉゃゅょっ	가거고구그기개나너노누느니내다더도두드디대라러로루르리래마머모무므미매바버보부브비배사서소수스시새아어오우으이애자저조주즈지재차처초추츠치채카커코쿠크키캐타터토투트티태
0x4FEB40	アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤ　ユ　ヨラリルレロワヲンー＝ガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポァィゥェォャュョッヴ	가거고구그기개나너노누느니내다더도두드디대라러로루르리래마머모무므미매바버보부브비배사서소수스시새아어오우으이애자저조주즈지재차처초추츠치채카커코쿠크키캐타터토투트티태하
0x4FEBF0	漢字	한자
0x4FEBF8	かな	히라
0x4FEC00	カナ	가타
0x4FEC08	その他	기타
0x4FEC10	削除	삭제
0x4FEC18	決定	결정
0x4FEC20	中止	중지
0x4FEC38	姓	성
0x4FEC40	名	명
0x4FEC48	字	자
0x4FEC50	ﾙﾋﾞ	읽기
0x4FEC58	名前入力	이름 입력
0x4FEC68	阿会	아회
0x4FEC70	ｱｶｲ	아회
0x4FEC78	韋	위
0x4FEC88	伊	이
0x4FEC90	尹	윤
0x4FEC98	ｲﾝ	윤
0x4FECA0	于	우
0x4FECB0	雲	운
0x4FECB8	ｳﾝ	운
0x4FECC0	衛	위
0x4FECC8	ｴｲ	위
0x4FECD0	越	월
0x4FECD8	ｴﾂ	월
0x4FECE0	袁	원
0x4FECE8	ｴﾝ	원
0x4FECF0	閻	염
0x4FECF8	於	어
0x4FED08	王	왕
0x4FED10	ｵｳ	왕
0x4FED18	区	구
0x4FED20	歐陽	구양
0x4FED28	ｵｳﾖｳ	구양
0x4FED30	何	하
0x4FED40	軻	가
0x4FED48	華	화
0x4FED50	賈	가
0x4FED58	賀	하
0x4FED60	ｶﾞ	가
0x4FED68	雅	아
0x4FED78	ｶｲ	괴
0x4FED80	俄何	아하
0x4FED88	ｶﾞｶ	아하
0x4FED90	郭	곽
0x4FED98	ｶｸ	곽
0x4FEDA0	霍	곽
0x4FEDB0	鄂	악
0x4FEDB8	ｶﾞｸ	악
0x4FEDC0	楽	악
0x4FEDC8	夏侯	하후
0x4FEDD0	ｶｺｳ	하후
0x4FEDD8	関	관
0x4FEDE0	ｶﾝ	관
0x4FEDE8	管	관
0x4FEDF0	韓	한
0x4FEDF8	甘	감
0x4FEE00	桓	환
0x4FEE08	簡	간
0x4FEE18	顔	안
0x4FEE20	ｶﾞﾝ	안
0x4FEE28	丘	구
0x4FEE30	ｶﾝｷｭｳ	관구
0x4FEE38	戯	희
0x4FEE48	紀	기
0x4FEE50	祁	기
0x4FEE58	魏	위
0x4FEE60	ｷﾞ	위
0x4FEE68	麹	국
0x4FEE70	ｷｸ	국
0x4FEE78	丘	구
0x4FEE80	ｷｭｳ	구
0x4FEE88	牛	우
0x4FEE90	ｷﾞｭｳ	우
0x4FEE98	許	허
0x4FEEA0	ｷｮ	허
0x4FEEA8	姜	강
0x4FEEB0	ｷｮｳ	강
0x4FEEB8	鞏	공
0x4FEEC0	橋	교
0x4FEED0	金	금
0x4FEED8	ｷﾝ	금
0x4FEEE0	金環	금환
0x4FEEE8	ｷﾝｶﾝ	금환
0x4FEEF0	虞	우
0x4FEEF8	ｸﾞ	우
0x4FEF08	ｹｲ	계
0x4FEF10	郤	극
0x4FEF18	ｹﾞｷ	극
0x4FEF20	牽	견
0x4FEF28	ｹﾝ	견
0x4FEF30	厳	엄
0x4FEF38	ｹﾞﾝ	엄
0x4FEF40	胡	호
0x4FEF50	呼	호
0x4FEF58	顧	고
0x4FEF60	呉	오
0x4FEF68	ｺﾞ	오
0x4FEF70	吾	오
0x4FEF78	伍	오
0x4FEF80	黄	황
0x4FEF88	ｺｳ	황
0x4FEF90	高	고
0x4FEF98	耿	경
0x4FEFA0	侯	후
0x4FEFA8	孔	공
0x4FEFB0	句	구
0x4FEFB8	江	강
0x4FEFC0	公孫	공손
0x4FEFC8	ｺｳｿﾝ	공손
0x4FEFD0	皇甫	황보
0x4FEFD8	ｺｳﾎ	황보
0x4FEFE0	兀	올
0x4FEFE8	ｺﾞﾂ	올
0x4FEFF0	左	좌
0x4FF000	崔	최
0x4FF008	ｻｲ	최
0x4FF010	蔡	채
0x4FF020	ｻｸ	채
0x4FF028	師	사
0x4FF038	施	시
0x4FF040	士孫	사손
0x4FF048	ｼｿﾝ	사손
0x4FF050	司馬	사마
0x4FF058	ｼﾊﾞ	사마
0x4FF060	謝	사
0x4FF068	ｼｬ	사
0x4FF070	車	거
0x4FF078	沙	사
0x4FF080	朱	주
0x4FF088	ｼｭ	주
0x4FF090	周	주
0x4FF098	ｼｭｳ	주
0x4FF0A0	州	주
0x4FF0A8	祝	축
0x4FF0B0	ｼｭｸ	축
0x4FF0B8	荀	순
0x4FF0C0	ｼﾞｭﾝ	순
0x4FF0C8	淳于	순우
0x4FF0D0	ｼﾞｭﾝｳ	순우
0x4FF0D8	徐	서
0x4FF0E0	ｼﾞｮ	서
0x4FF0E8	蒋	장
0x4FF0F0	ｼｮｳ	장
0x4FF0F8	鍾	종
0x4FF100	向	향
0x4FF108	邵	소
0x4FF118	諸葛	제갈
0x4FF120	ｼｮｶﾂ	제갈
0x4FF128	沈	심
0x4FF130	ｼﾝ	심
0x4FF138	申	신
0x4FF140	岑	잠
0x4FF148	審	심
0x4FF150	辛	신
0x4FF158	秦	진
0x4FF160	翠	취
0x4FF168	ｽｲ	취
0x4FF178	鄒	추
0x4FF180	ｽｳ	추
0x4FF188	成	성
0x4FF190	ｾｲ	성
0x4FF198	石	석
0x4FF1A0	ｾｷ	석
0x4FF1A8	薛	설
0x4FF1B0	ｾﾂ	설
0x4FF1B8	全	전
0x4FF1C0	ｾﾞﾝ	전
0x4FF1C8	単	선
0x4FF1D0	沮	저
0x4FF1E0	蘇	소
0x4FF1E8	曹	조
0x4FF1F0	ｿｳ	조
0x4FF1F8	宋	송
0x4FF200	臧	장
0x4FF208	ｿﾞｳ	장
0x4FF210	孫	손
0x4FF218	ｿﾝ	손
0x4FF220	戴	대
0x4FF228	ﾀｲ	대
0x4FF230	太史	태사
0x4FF238	ﾀｲｼ	태사
0x4FF240	帯来	대래
0x4FF248	ﾀｲﾗｲ	대래
0x4FF250	卓	탁
0x4FF258	ﾀｸ	탁
0x4FF260	朶思	타사
0x4FF268	ﾀﾞｼ	타사
0x4FF270	譚	담
0x4FF278	ﾀﾝ	담
0x4FF280	張	장
0x4FF288	ﾁｮｳ	장
0x4FF290	趙	조
0x4FF298	長孫	장손
0x4FF2A0	ﾁｮｳｿﾝ	장손
0x4FF2A8	陳	진
0x4FF2B0	ﾁﾝ	진
0x4FF2B8	程	정
0x4FF2C0	ﾃｲ	정
0x4FF2C8	丁	정
0x4FF2D0	鄭	정
0x4FF2D8	禰	예
0x4FF2E0	ﾃﾞｲ	예
0x4FF2E8	徹	철
0x4FF2F0	ﾃﾂ	철
0x4FF2F8	典	전
0x4FF300	ﾃﾝ	전
0x4FF308	田	전
0x4FF310	ﾃﾞﾝ	전
0x4FF318	杜	두
0x4FF320	ﾄﾞ	두
0x4FF328	滕	등
0x4FF330	ﾄｳ	등
0x4FF338	董	동
0x4FF340	陶	도
0x4FF348	唐	당
0x4FF350	党	당
0x4FF358	童	동
0x4FF370	馬	마
0x4FF378	ﾊﾞ	마
0x4FF380	裴	배
0x4FF388	ﾊｲ	배
0x4FF390	樊	번
0x4FF398	ﾊﾝ	번
0x4FF3A0	潘	반
0x4FF3A8	万	만
0x4FF3B0	ﾊﾞﾝ	만
0x4FF3B8	費	비
0x4FF3C8	卑	비
0x4FF3D0	糜	미
0x4FF3D8	ﾋﾞ	미
0x4FF3E0	傅	부
0x4FF3F0	武	무
0x4FF3F8	ﾌﾞ	무
0x4FF400	馮	풍
0x4FF408	ﾌｳ	풍
0x4FF410	伏	복
0x4FF418	ﾌｸ	복
0x4FF420	傅士	부사
0x4FF428	ﾌｼ	부사
0x4FF430	文	문
0x4FF438	ﾌﾞﾝ	문
0x4FF440	辺	변
0x4FF448	ﾍﾝ	변
0x4FF450	卞	변
0x4FF458	ﾍﾞﾝ	변
0x4FF460	歩	보
0x4FF470	逢	봉
0x4FF478	ﾎｳ	봉
0x4FF480	鮑	포
0x4FF488	法	법
0x4FF490	方	방
0x4FF4A0	忙	망
0x4FF4A8	ﾎﾞｳ	망
0x4FF4B0	穆	목
0x4FF4B8	ﾎﾞｸ	목
0x4FF4C0	北宮	북궁
0x4FF4C8	ﾎｸｷｭｳ	북궁
0x4FF4D0	濮陽	복양
0x4FF4D8	ﾎﾞｸﾖｳ	복양
0x4FF4E0	木鹿	목록
0x4FF4E8	ﾎﾞｸﾛｸ	목록
0x4FF4F0	満	만
0x4FF4F8	ﾏﾝ	만
0x4FF500	迷当	미당
0x4FF508	ﾒｲﾄｳ	미당
0x4FF510	毛	모
0x4FF518	ﾓｳ	모
0x4FF520	孟	맹
0x4FF528	兪	유
0x4FF538	愈	유
0x4FF540	楊	양
0x4FF548	ﾖｳ	양
0x4FF550	雍	옹
0x4FF558	羊	양
0x4FF560	雷	뇌
0x4FF568	ﾗｲ	뇌
0x4FF570	駱	낙
0x4FF578	ﾗｸ	낙
0x4FF580	李	이
0x4FF590	陸	육
0x4FF598	ﾘｸ	육
0x4FF5A0	劉	유
0x4FF5A8	ﾘｭｳ	유
0x4FF5B0	留	유
0x4FF5B8	呂	여
0x4FF5C0	ﾘｮ	여
0x4FF5C8	廖	요
0x4FF5D0	ﾘｮｳ	양
0x4FF5D8	梁	양
0x4FF5E0	凌	능
0x4FF5E8	倫	윤
0x4FF5F0	ﾘﾝ	임
0x4FF5F8	林	임
0x4FF600	冷	냉
0x4FF608	ﾚｲ	영
0x4FF610	魯	노
0x4FF620	盧	노
0x4FF628	楼	누
0x4FF630	ﾛｳ	누
0x4FF638	晏	안
0x4FF640	ｱﾝ	안
0x4FF648	安	안
0x4FF650	遺	유
0x4FF658	威	위
0x4FF660	彝	이
0x4FF668	維	유
0x4FF670	懿	의
0x4FF678	異	이
0x4FF690	ｲｸ	욱
0x4FF6A0	胤	윤
0x4FF6A8	允	윤
0x4FF6B0	宇	우
0x4FF6B8	羽	우
0x4FF6C0	栄	영
0x4FF6C8	瑩	영
0x4FF6D0	叡	예
0x4FF6D8	英	영
0x4FF6E0	嬰	영
0x4FF6E8	永	영
0x4FF6F0	奕	혁
0x4FF6F8	ｴｷ	혁
0x4FF700	懌	역
0x4FF708	悦	열
0x4FF710	淵	연
0x4FF718	延	연
0x4FF720	炎	염
0x4FF728	燕	연
0x4FF730	衍	연
0x4FF738	焉	언
0x4FF750	横	횡
0x4FF758	鴦	앙
0x4FF760	応	응
0x4FF768	恩	은
0x4FF770	ｵﾝ	온
0x4FF778	温	온
0x4FF780	嘉	가
0x4FF788	和	화
0x4FF790	化	화
0x4FF798	会	회
0x4FF7A0	楷	해
0x4FF7A8	懐	회
0x4FF7B0	恢	회
0x4FF7C8	亥	해
0x4FF7D0	ｶﾞｲ	개
0x4FF7D8	蓋	개
0x4FF7E0	艾	애
0x4FF7E8	凱	개
0x4FF7F0	愷	개
0x4FF800	覈	핵
0x4FF808	恪	각
0x4FF810	獲	획
0x4FF818	角	각
0x4FF828	煥	환
0x4FF830	幹	간
0x4FF838	奐	환
0x4FF840	完	완
0x4FF850	玩	완
0x4FF858	含	함
0x4FF860	煕	희
0x4FF868	基	기
0x4FF870	逵	규
0x4FF878	徽	휘
0x4FF880	既	기
0x4FF888	喜	희
0x4FF890	冀	기
0x4FF898	禧	희
0x4FF8B0	儀	의
0x4FF8B8	義	의
0x4FF8C0	宜	의
0x4FF8C8	羲	희
0x4FF8D8	吉	길
0x4FF8E0	ｷﾂ	길
0x4FF8E8	休	휴
0x4FF8F0	宮	궁
0x4FF8F8	球	구
0x4FF900	巨	거
0x4FF908	拠	거
0x4FF910	挙	거
0x4FF918	匡	광
0x4FF920	恭	공
0x4FF928	享	향
0x4FF930	矯	교
0x4FF938	勗	욱
0x4FF940	ｷｮｸ	욱
0x4FF948	嶷	의
0x4FF950	ｷﾞｮｸ	옥
0x4FF958	禁	금
0x4FF960	欽	흠
0x4FF968	瑾	근
0x4FF970	均	균
0x4FF978	鈞	균
0x4FF980	欣	흔
0x4FF998	銀	은
0x4FF9A0	ｷﾞﾝ	은
0x4FF9B8	勳	훈
0x4FF9C0	ｸﾝ	훈
0x4FF9C8	訓	훈
0x4FF9D0	羣	군
0x4FF9D8	ｸﾞﾝ	군
0x4FF9E0	経	경
0x4FF9E8	恵	혜
0x4FF9F0	瓊	경
0x4FF9F8	珪	규
0x4FFA00	景	경
0x4FFA08	厥	궐
0x4FFA10	ｹﾂ	궐
0x4FFA18	倹	검
0x4FFA20	権	권
0x4FFA28	憲	헌
0x4FFA30	堅	견
0x4FFA38	乾	건
0x4FFA40	騫	건
0x4FFA48	謙	겸
0x4FFA50	賢	현
0x4FFA58	建	건
0x4FFA60	虔	건
0x4FFA68	玄	현
0x4FFA70	彦	언
0x4FFA78	原	원
0x4FFA80	固	고
0x4FFA88	虎	호
0x4FFA98	伉	항
0x4FFAA0	浩	호
0x4FFAA8	興	흥
0x4FFAB0	貢	공
0x4FFAB8	綱	강
0x4FFAC0	皓	호
0x4FFAC8	康	강
0x4FFAD0	弘	홍
0x4FFAD8	晃	황
0x4FFAE0	昂	앙
0x4FFAE8	洪	홍
0x4FFAF0	紘	굉
0x4FFAF8	広	광
0x4FFB00	衡	형
0x4FFB08	抗	항
0x4FFB10	曠	광
0x4FFB20	渾	혼
0x4FFB28	ｺﾝ	혼
0x4FFB30	昏	혼
0x4FFB38	済	제
0x4FFB40	索	색
0x4FFB48	策	책
0x4FFB50	朔	삭
0x4FFB58	粲	찬
0x4FFB60	ｻﾝ	찬
0x4FFB68	讃	찬
0x4FFB70	賛	찬
0x4FFB78	纂	찬
0x4FFB88	志	지
0x4FFB90	旨	지
0x4FFB98	芝	지
0x4FFBA0	咨	자
0x4FFBA8	詩	시
0x4FFBB8	慈	자
0x4FFBC0	ｼﾞ	자
0x4FFBC8	竺	축
0x4FFBD0	ｼﾞｸ	축
0x4FFBD8	質	질
0x4FFBE0	ｼﾂ	질
0x4FFBF0	授	수
0x4FFBF8	ｼﾞｭ	수
0x4FFC00	儒	유
0x4FFC08	修	수
0x4FFC10	秀	수
0x4FFC18	繍	수
0x4FFC20	襲	습
0x4FFC28	習	습
0x4FFC30	醜	추
0x4FFC38	秋	추
0x4FFC40	緝	집
0x4FFC48	脩	수
0x4FFC50	寿	수
0x4FFC58	戎	융
0x4FFC60	ｼﾞｭｳ	융
0x4FFC68	柔	유
0x4FFC70	充	충
0x4FFC78	粛	숙
0x4FFC80	術	술
0x4FFC88	ｼﾞｭﾂ	술
0x4FFC90	濬	준
0x4FFC98	ｼｭﾝ	준
0x4FFCA0	峻	준
0x4FFCA8	儁	준
0x4FFCB8	順	순
0x4FFCC0	遵	준
0x4FFCC8	純	순
0x4FFCD0	循	순
0x4FFCD8	庶	서
0x4FFCE0	ｼｮ	서
0x4FFCE8	緒	서
0x4FFCF0	舒	서
0x4FFCF8	昭	소
0x4FFD00	賞	상
0x4FFD08	尚	상
0x4FFD10	紹	소
0x4FFD18	劭	소
0x4FFD20	翔	상
0x4FFD28	象	상
0x4FFD30	彰	창
0x4FFD38	韶	소
0x4FFD40	松	송
0x4FFD48	承	승
0x4FFD50	璋	장
0x4FFD58	渉	섭
0x4FFD60	昇	승
0x4FFD68	章	장
0x4FFD70	勝	승
0x4FFD78	丞	승
0x4FFD80	ｼﾞｮｳ	승
0x4FFD88	続	속
0x4FFD90	ｼｮｸ	식
0x4FFD98	植	식
0x4FFDA0	式	식
0x4FFDA8	謖	속
0x4FFDB0	進	진
0x4FFDB8	真	진
0x4FFDC0	震	진
0x4FFDC8	信	신
0x4FFDD8	仁	인
0x4FFDE0	ｼﾞﾝ	인
0x4FFDE8	任	임
0x4FFDF0	遂	수
0x4FFDF8	瑞	서
0x4FFE00	ｽﾞｲ	서
0x4FFE10	嵩	숭
0x4FFE18	斉	제
0x4FFE20	靖	정
0x4FFE28	正	정
0x4FFE30	旌	정
0x4FFE38	盛	성
0x4FFE40	性	성
0x4FFE48	静	정
0x4FFE50	政	정
0x4FFE58	星	성
0x4FFE68	籍	적
0x4FFE70	績	적
0x4FFE78	節	절
0x4FFE80	詮	전
0x4FFE88	ｾﾝ	선
0x4FFE90	暹	섬
0x4FFE98	旋	선
0x4FFEA0	瞻	첨
0x4FFEA8	僉	첨
0x4FFEB0	然	연
0x4FFEB8	禅	선
0x4FFEC0	祖	조
0x4FFEC8	祚	조
0x4FFED0	双	쌍
0x4FFED8	倉	창
0x4FFEE0	綜	종
0x4FFEE8	操	조
0x4FFEF0	爽	상
0x4FFF00	則	칙
0x4FFF08	ｿｸ	칙
0x4FFF10	ｿﾞｸ	속
0x4FFF18	巽	손
0x4FFF20	遜	손
0x4FFF28	佗	타
0x4FFF30	ﾀﾞ	타
0x4FFF38	泰	태
0x4FFF40	岱	대
0x4FFF48	沢	택
0x4FFF50	達	달
0x4FFF58	ﾀﾂ	달
0x4FFF60	丹	단
0x4FFF68	誕	탄
0x4FFF70	耽	탐
0x4FFF78	端	단
0x4FFF80	治	치
0x4FFF98	ﾁｮ	저
0x4FFFA0	忠	충
0x4FFFA8	ﾁｭｳ	충
0x4FFFB0	中	중
0x4FFFB8	冑	주
0x4FFFC0	疇	주
0x4FFFC8	稠	조
0x4FFFD0	仲	중
0x4FFFD8	沖	충
0x4FFFE8	寵	총
0x4FFFF0	昶	창
0x4FFFF8	超	초
0x500000	朝	조
0x500008	直	직
0x500010	ﾁｮｸ	직
0x500020	定	정
0x500028	悌	제
0x500030	鉄	철
